,geometry,osid,theme,changetype,name1_text,name2_text,description,versiondate,name1_language,name2_language,routehierarchy,formspartofstreet,geometry_length_m,alternatename1_text,alternatename2_text,averagespeed_source,versionavailabletodate,alternatename1_language,alternatename2_language,averagespeed_updatedate,indicativespeedlimit_kph,indicativespeedlimit_mph,roadclassificationnumber,versionavailablefromdate,averagespeed_evidencedate,indicativespeedlimit_source,indicativespeedlimit_updatedate,averagespeed_mf4to7capturemethod,averagespeed_mf7to9capturemethod,averagespeed_ss4to7capturemethod,averagespeed_mf22to4capturemethod,averagespeed_mf9to12capturemethod,averagespeed_ss22to4capturemethod,averagespeed_ss7to10capturemethod,indicativespeedlimit_evidencedate,averagespeed_mf12to14capturemethod,averagespeed_mf14to16capturemethod,averagespeed_mf16to19capturemethod,averagespeed_mf19to22capturemethod,averagespeed_mf4to7indirection_kph,averagespeed_mf7to9indirection_kph,averagespeed_ss10to14capturemethod,averagespeed_ss14to19capturemethod,averagespeed_ss19to22capturemethod,averagespeed_ss4to7indirection_kph,indicativespeedlimit_capturemethod,averagespeed_mf22to4indirection_kph,averagespeed_mf9to12indirection_kph,averagespeed_ss22to4indirection_kph,averagespeed_ss7to10indirection_kph,averagespeed_mf12to14indirection_kph,averagespeed_mf14to16indirection_kph,averagespeed_mf16to19indirection_kph,averagespeed_mf19to22indirection_kph,averagespeed_ss10to14indirection_kph,averagespeed_ss14to19indirection_kph,averagespeed_ss19to22indirection_kph,averagespeed_mf4to7againstdirection_kph,averagespeed_mf7to9againstdirection_kph,averagespeed_ss4to7againstdirection_kph,averagespeed_mf22to4againstdirection_kph,averagespeed_mf9to12againstdirection_kph,averagespeed_ss22to4againstdirection_kph,averagespeed_ss7to10againstdirection_kph,averagespeed_mf12to14againstdirection_kph,averagespeed_mf14to16againstdirection_kph,averagespeed_mf16to19againstdirection_kph,averagespeed_mf19to22againstdirection_kph,averagespeed_ss10to14againstdirection_kph,averagespeed_ss14to19againstdirection_kph,averagespeed_ss19to22againstdirection_kph,distance_to_point,bearing_to_point,site
12,"LINESTRING (457194.21728971717 402712.5094768349, 457194.80507110653 402707.22025238554, 457194.80807461083 402704.22719707387, 457192.4531070891 402691.67004335904)",827d40df-dedb-4951-8e6d-4dc63d96bbd4,Transport,Modified Attributes,St Sepulchre Gate West,,Average And Indicative Speed,2023-11-10,,,Minor Road,"['11203064', '11207509']",21.095,,,Basemap,,,,2023-08-17,48,30,,2023-11-11T00:00:00Z,,Basemap,2023-02-09,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,2017-12-12,Field Survey,Field Survey,Field Survey,Field Survey,,,Field Survey,Field Survey,Field Survey,,Desk-Based,,,,,,,,,,,,22.1,22.2,23.2,26.6,23.3,25.9,22.9,24.3,22.1,20.6,23.2,19.6,23.0,21.2,69.24376981091717,129.04266217704435,DCST
13,"LINESTRING (457189.7368091276 402677.1836013466, 457188.8086734281 402672.22099277243, 457188.5809464296 402665.8203699667, 457188.80499377655 402665.3891338514, 457189.8497422248 402663.44344944885, 457193.04456323344 402660.2775454526, 457196.7726498396 402658.531181468, 457196.9987587995 402658.47827958374, 457201.86653157225 402657.3576594662)",8c13511e-cae1-4e0b-b89f-bec96af735f6,Transport,Modified Attributes,St Sepulchre Gate West,,Average And Indicative Speed,2023-09-29,,,Minor Road,"['11203064', '11207509']",27.994,,,Basemap,,,,2023-08-17,48,30,,2023-09-30T00:00:00Z,,Basemap,2023-02-09,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,2017-12-12,Field Survey,Field Survey,Field Survey,Field Survey,,,Field Survey,Field Survey,Field Survey,,Desk-Based,,,,,,,,,,,,31.9,14.8,59.2,27.0,29.0,25.4,26.9,18.7,28.0,25.4,24.6,30.4,34.0,29.5,97.8633044695554,123.84838261712144,DCST
14,"LINESTRING (457333.9360287069 402822.9523107895, 457333.809605347 402814.2274134072, 457334.80868292856 402789.2265967894, 457334.8051463315 402786.2334603208, 457335.80419177463 402784.2316199548, 457335.80968833016 402783.2302797364)",8da09498-1db2-4602-b31b-9c211c9754cd,Transport,Modified Attributes,Grove Place,,Average And Indicative Speed,2023-09-29,,,Local Road,['11203209'],39.982,,,Basemap,,,,2023-08-17,32,20,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Automated Process,Field Survey,Automated Process,Automated Process,Field Survey,Automated Process,Automated Process,2019-10-13,Automated Process,Field Survey,Field Survey,Automated Process,27.4,17.2,Automated Process,Automated Process,Automated Process,30.4,Field Survey,27.2,8.1,27.2,28.7,24.1,23.2,11.9,26.7,26.4,26.9,27.0,27.4,18.0,30.4,27.2,5.0,27.2,28.7,24.1,17.5,20.0,26.7,26.4,26.9,27.0,91.54321188709989,89.78375358169893,DCST
15,"LINESTRING (457291.5607323877 402743.63970382925, 457286.80634651054 402739.23161315545, 457300.1726398871 402723.00369105383)",94f14990-48c4-4fec-81ef-680363c38724,Transport,Modified Attributes,,,Average And Indicative Speed,2023-09-29,,,Local Road,[],27.512,,,Basemap,,,,2023-08-17,32,20,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,2019-10-13,Automated Process,Automated Process,Automated Process,Automated Process,27.4,24.5,Automated Process,Automated Process,Automated Process,30.4,Field Survey,27.2,24.3,27.2,28.7,24.1,25.1,25.9,26.7,26.4,26.9,27.0,27.4,24.5,30.4,27.2,24.3,27.2,28.7,24.1,25.1,25.9,26.7,26.4,26.9,27.0,41.45622609692685,213.82874667060835,DCST
16,"LINESTRING (457192.8037518029 402725.2213840784, 457193.8077250198 402716.22085813177, 457194.21728971717 402712.5094768349)",9a6c7a57-0f5e-4145-8a6c-4f7dff3a787f,Transport,Modified Attributes,St Sepulchre Gate West,,Average And Indicative Speed,2023-09-29,,,Minor Road,"['11203064', '11207509']",12.788,,,Basemap,,,,2023-08-17,48,30,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,2017-12-12,Field Survey,Field Survey,Field Survey,Field Survey,,,Field Survey,Field Survey,Field Survey,,Desk-Based,,,,,,,,,,,,29.5,26.2,26.1,15.9,27.8,12.4,25.1,27.0,23.7,17.7,25.1,24.0,26.4,21.2,63.42542866700127,131.44071242928743,DCST
17,"LINESTRING (457207.8716635861 402683.9452302975, 457220.80689329596 402741.2262209524, 457227.80466817075 402765.2221664817, 457234.80496359 402780.22775101487, 457244.8061085016 402798.2293460278, 457252.8042862657 402810.2205538916, 457259.80402998044 402819.22885999683, 457265.82768103754 402827.2462161178)",9cd716e2-ea56-4cbf-b8a4-a24013caf46a,Transport,Modified Attributes,Cleveland Street,,Average And Indicative Speed,2023-09-29,,,A Road Primary,"['11207286', '11203231']",156.72,,,Basemap,,,,2023-08-17,64,40,A630,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,2015-09-15,Field Survey,Field Survey,Field Survey,Field Survey,28.8,23.8,Field Survey,Field Survey,Field Survey,51.8,Desk-Based,43.5,23.5,41.5,32.0,18.5,17.2,10.9,39.1,22.1,38.6,42.2,,,,,,,,,,,,,,,22.739582693242465,315.3459532631759,DCST
18,"LINESTRING (457238.91527376586 402822.54792567337, 457239.8045964119 402825.2290960562, 457242.57212728006 402834.9094429275)",9ef4d2f9-b0c2-421b-9a39-3e3da060f95f,Transport,Modified Attributes,St Sepulchre Gate West,,Average And Indicative Speed,2023-09-29,,,Minor Road,"['11203064', '11207509']",12.899,,,Basemap,,,,2023-08-17,32,20,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Field Survey,Field Survey,Automated Process,Field Survey,Field Survey,Field Survey,Field Survey,2019-10-13,Field Survey,Field Survey,Field Survey,Field Survey,25.8,11.1,Field Survey,Field Survey,Field Survey,46.5,Field Survey,22.5,8.4,20.8,25.4,7.4,5.8,6.0,32.0,21.1,28.7,13.7,46.5,42.2,46.5,35.7,31.2,35.7,46.5,43.0,44.9,42.2,32.0,21.1,43.6,13.7,67.88957613455891,351.9907138616656,DCST
19,"LINESTRING (457290.5246558829 402833.0861564745, 457293.8099886294 402837.2316849601, 457304.91673492343 402851.5193379085)",b0565961-0a11-4881-af59-38a2b05d584f,Transport,Modified Attributes,Cleveland Street,,Average And Indicative Speed,2023-09-29,,,A Road Primary,"['11207286', '11203231']",23.38,,,Basemap,,,,2023-08-17,64,40,A630,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,2016-04-10,Field Survey,Field Survey,Field Survey,Field Survey,,,Field Survey,Field Survey,Field Survey,,Desk-Based,,,,,,,,,,,,11.1,9.8,21.2,17.9,11.4,12.2,11.9,14.3,11.3,12.7,15.9,12.2,10.8,21.2,88.31022520271476,49.083914127988635,DCST
20,"LINESTRING (457242.57212728006 402834.9094429275, 457243.806333121 402839.2304152044, 457248.5730238929 402864.0005465248, 457251.83895818854 402869.20285143924, 457256.0897377082 402871.3794704301)",b55afcc4-8b8b-49df-b8dc-f85627a43d0c,Transport,Modified Attributes,St Sepulchre Gate West,,Average And Indicative Speed,2023-09-29,,,Minor Road,"['11203064', '11207509']",40.636,,,Basemap,,,,2023-08-17,32,20,,2023-09-30T00:00:00Z,,Basemap,2023-02-09,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,2019-10-13,Field Survey,Field Survey,Field Survey,Field Survey,11.8,6.9,Field Survey,Field Survey,Field Survey,9.7,Field Survey,6.3,5.3,6.1,6.3,5.0,4.7,5.2,6.6,5.2,3.2,5.6,11.8,32.8,9.7,30.4,32.7,30.4,45.7,39.9,42.5,34.6,6.6,5.2,43.9,5.6,79.78384791350065,358.7886647709568,DCST
21,"LINESTRING (457226.4918414939 402790.4417363056, 457234.8070027856 402810.2254609828, 457238.91527376586 402822.54792567337)",bc460289-dc24-47dc-b392-cd1e56b68053,Transport,Modified Attributes,St Sepulchre Gate West,,Average And Indicative Speed,2023-09-29,,,Minor Road,"['11207509', '11203064']",34.452,,,Basemap,,,,2023-08-17,32,20,,2023-09-30T00:00:00Z,,Basemap,2023-02-09,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,2019-10-13,Field Survey,Field Survey,Field Survey,Field Survey,34.4,14.2,Field Survey,Field Survey,Field Survey,33.2,Field Survey,9.7,16.1,9.3,29.0,13.2,10.5,10.8,40.1,15.9,47.2,3.9,34.4,46.5,33.2,42.8,34.6,42.8,46.0,43.0,49.3,41.4,40.1,15.9,47.2,3.9,41.478734344685904,343.2862024710838,DCST
22,"LINESTRING (457265.82768103754 402827.2462161178, 457268.8100664109 402831.221160861, 457294.8072282198 402862.2232891687)",c032bd6f-85a6-4971-be01-2308bf940790,Transport,Modified Attributes,Cleveland Street,,Average And Indicative Speed,2023-11-10,,,A Road Primary,"['11203231', '11207286']",45.43,,,Basemap,,,,2023-08-17,64,40,A630,2023-11-11T00:00:00Z,,Basemap,2023-05-09,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,2015-09-15,Field Survey,Field Survey,Field Survey,Field Survey,10.5,10.5,Field Survey,Field Survey,Field Survey,22.1,Desk-Based,19.0,10.8,16.6,13.5,8.9,8.1,6.9,12.1,8.5,13.5,10.8,,,,,,,,,,,,,,,73.92366164767643,31.486032663696164,DCST
23,"LINESTRING (457333.9360287069 402822.9523107895, 457319.9120693145 402822.8603693216)",cc0bca8c-073b-4e6b-98f6-03ba3665fa82,Transport,Modified Attributes,Grove Place,,Average And Indicative Speed,2023-09-29,,,Local Road,[],14.027,,,Basemap,,,,2023-08-17,32,20,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,2019-10-13,Automated Process,Automated Process,Automated Process,Automated Process,27.4,24.5,Automated Process,Automated Process,Automated Process,30.4,Field Survey,27.2,24.3,27.2,28.7,24.1,25.1,25.9,26.7,26.4,26.9,27.0,27.4,24.5,30.4,27.2,24.3,27.2,28.7,24.1,25.1,25.9,26.7,26.4,26.9,27.0,98.18579771155753,79.97949154123444,DCST
24,"LINESTRING (457192.4531070891 402691.67004335904, 457189.7368091276 402677.1836013466)",cf938792-fee9-4d4d-bda9-213ca49899b4,Transport,Modified Attributes,St Sepulchre Gate West,,Average And Indicative Speed,2023-11-10,,,Minor Road,"['11207509', '11203064']",14.736,,,Basemap,,,,2023-08-17,48,30,,2023-11-11T00:00:00Z,,Basemap,2023-02-09,Field Survey,Field Survey,Automated Process,Field Survey,Field Survey,Field Survey,Field Survey,2017-12-12,Field Survey,Field Survey,Field Survey,Field Survey,,,Field Survey,Field Survey,Automated Process,,Desk-Based,,,,,,,,,,,,25.1,25.8,46.5,31.5,26.2,29.9,24.8,26.7,25.4,24.1,29.1,29.0,25.3,40.6,84.91033305598019,124.37497711509121,DCST
25,"LINESTRING (457226.2062917187 402701.05720901804, 457221.147535641 402693.84157002944, 457218.9300308755 402681.9870479421, 457213.94688278576 402660.830532659, 457208.6022204373 402658.0621471672, 457206.8405244723 402657.87395779963, 457201.86653157225 402657.3576594662)",e2a397d0-89a7-46b6-938f-2f142c595b95,Transport,Modified Attributes,Cleveland Street,,Average And Indicative Speed,2023-11-10,,,A Road,"['11207286', '11203231']",55.401,,,Basemap,,,,2023-08-17,48,30,A630,2023-11-11T00:00:00Z,,Basemap,2023-05-09,Field Survey,Field Survey,Automated Process,Field Survey,Field Survey,Field Survey,Field Survey,,Field Survey,Field Survey,Field Survey,Automated Process,10.9,9.5,Field Survey,Field Survey,Field Survey,55.5,Desk-Based,20.4,9.5,14.5,12.7,8.7,7.6,9.5,47.0,7.9,18.2,11.1,,,,,,,,,,,,,,,58.73938453359088,148.5279945980963,DCST
26,"LINESTRING (457336.4165810454 402712.3157798194, 457315.8051948966 402693.2286201955, 457311.8084328591 402689.23024047725, 457307.80710248696 402681.22618290177, 457307.7154564888 402680.5797226336)",e66a4204-02ee-48c8-be86-9140b6c80fe1,Transport,Modified Attributes,St James Street,,Average And Indicative Speed,2023-09-29,,,Local Road,['11203193'],43.338,,,Basemap,,,,2023-08-17,32,20,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Field Survey,Field Survey,Automated Process,Automated Process,Field Survey,Automated Process,Automated Process,2020-11-21,Field Survey,Field Survey,Field Survey,Field Survey,28.3,27.4,Field Survey,Field Survey,Field Survey,30.4,Desk-Based,27.2,21.7,27.2,28.7,24.3,32.2,30.7,27.2,31.7,14.2,25.4,23.3,10.3,30.4,27.2,22.2,27.2,28.7,22.7,25.9,28.3,45.9,31.7,27.4,34.0,91.44192518389379,248.52594527841677,DCST
27,"LINESTRING (457335.80968833016 402783.2302797364, 457336.80873479816 402781.22843958565, 457337.80778209027 402779.2265996459, 457339.80701212096 402776.22434091795, 457369.80901512585 402743.22985743615)",f9a92339-6a6c-432e-a7b5-b68d548d7d49,Transport,Modified Attributes,Grove Place,,Average And Indicative Speed,2023-09-29,,,Local Road,['11203209'],52.676,,,Basemap,,,,2023-08-17,32,20,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Automated Process,Field Survey,Automated Process,Automated Process,Field Survey,Automated Process,Automated Process,2019-10-13,Automated Process,Field Survey,Field Survey,Automated Process,27.4,16.9,Automated Process,Automated Process,Automated Process,30.4,Field Survey,27.2,13.7,27.2,28.7,24.1,17.4,17.9,26.7,26.4,26.9,27.0,27.4,10.9,30.4,27.2,11.9,27.2,28.7,24.1,14.7,24.9,26.7,26.4,26.9,27.0,91.54321188709989,123.55791924143261,DCST
0,"LINESTRING (240227.04327310596 675207.2438511177, 240209.70517706955 675213.4789735829)",0064abd1-c9b6-4419-b5c4-c0ae97ace8b8,Transport,Modified Attributes,Glasgow Road,,Average And Indicative Speed,2023-09-29,,,A Road,"['48202090', '48203463']",18.431,,,Basemap,,,,2023-08-17,48,30,A814,2023-09-30T00:00:00Z,,Basemap,2023-02-09,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,2021-06-08,Field Survey,Field Survey,Field Survey,Field Survey,48.6,33.6,Field Survey,Field Survey,Field Survey,53.0,Field Survey,51.5,31.5,48.9,35.2,26.2,29.0,25.8,36.1,26.7,27.5,38.3,46.7,31.5,54.6,37.3,31.5,45.4,38.0,29.5,23.3,22.2,30.4,27.0,28.5,28.7,10.121769101037588,48.945134306138414,DUMB
1,"LINESTRING (240354.040664692 675157.2417322209, 240346.04165939518 675161.2366439548, 240308.19499898556 675178.2686388792)",211d9f4b-e65f-4c36-965e-fb4ae5f0ea9b,Transport,Modified Attributes,Glasgow Road,,Average And Indicative Speed,2023-09-29,,,A Road,"['48202090', '48203463']",50.446,,,Basemap,,,,2023-08-17,48,30,A814,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,2021-06-08,Field Survey,Field Survey,Field Survey,Field Survey,38.1,32.4,Field Survey,Field Survey,Field Survey,41.7,Field Survey,53.0,31.7,50.7,37.0,28.7,25.9,29.1,40.6,27.4,31.7,37.0,41.8,25.9,48.8,45.9,25.8,44.6,26.2,23.7,17.7,25.4,41.5,23.2,24.5,41.0,77.54863625215278,260.93343547674897,DUMB
2,"LINESTRING (240132.04669797144 675231.2412316215, 240162.04724778995 675227.2438016187)",32d3a375-55db-477f-9153-366466ab4ad1,Transport,Modified Attributes,Glasgow Road,,Average And Indicative Speed,2023-11-10,,,A Road,"['48203463', '48202090']",30.265,,,Basemap,,,,2023-08-17,48,30,A814,2023-11-11T00:00:00Z,,Basemap,2023-05-09,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,2021-06-08,Field Survey,Field Survey,Field Survey,Field Survey,40.9,33.6,Field Survey,Field Survey,Field Survey,44.3,Field Survey,39.8,31.7,36.5,34.1,30.1,29.0,29.9,35.1,31.1,31.2,36.5,,,,,,,,,,,,,,,76.7467435049222,42.92269850828205,DUMB
3,"LINESTRING (240202.89476180388 675125.003669005, 240201.04401636074 675117.240051957, 240196.04500365333 675097.2376103315, 240195.6983644189 675095.8132528709)",4213b951-38c8-4495-8a24-607f2beeaa93,Transport,Modified Attributes,Leven Street,,Average And Indicative Speed,2023-09-29,,,Local Road,['48202295'],30.064,,,Basemap,,,,2023-08-17,48,30,,2023-09-30T00:00:00Z,,Basemap,2023-02-09,Field Survey,Field Survey,Automated Process,Field Survey,Field Survey,Field Survey,Field Survey,2019-12-02,Field Survey,Field Survey,Field Survey,Field Survey,28.7,24.8,Field Survey,Field Survey,Field Survey,30.4,Desk-Based,25.1,32.2,45.1,31.4,30.4,24.5,33.6,36.1,31.7,35.7,37.5,44.3,29.9,30.4,25.1,29.6,25.1,34.4,27.0,26.1,29.5,31.9,29.3,30.6,37.5,80.63542664106714,168.66003040830537,DUMB
4,"LINESTRING (240265.26367220533 675194.4086012845, 240266.83857286055 675203.6753592383, 240269.78735417934 675221.0019431568)",432105d8-cb9c-442d-b7ea-8cca4f28f3bf,Transport,Modified Attributes,,,Average And Indicative Speed,2023-09-29,,,Restricted Secondary Access Road,[],26.969,,,Basemap,,,,2023-08-17,48,30,,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,Automated Process,2021-06-08,Automated Process,Automated Process,Automated Process,Automated Process,25.9,22.1,Automated Process,Automated Process,Automated Process,30.6,Field Survey,29.8,19.3,26.4,24.6,19.0,19.5,21.2,22.2,21.2,21.1,23.0,25.9,22.1,30.6,29.8,19.3,26.4,24.6,19.0,19.5,21.2,22.2,21.2,21.1,23.0,32.054610256883855,291.263395310562,DUMB
5,"LINESTRING (240227.04327310596 675207.2438511177, 240216.76339123648 675173.9674449296)",5018ca8d-74a8-44ef-b1cb-b2af17f6922e,Transport,Modified Attributes,Leven Street,,Average And Indicative Speed,2023-09-29,,,Local Road,['48202295'],34.82,,,Basemap,,,,2023-08-17,48,30,,2023-09-30T00:00:00Z,,Basemap,2023-02-09,Field Survey,Field Survey,Automated Process,Field Survey,Field Survey,Field Survey,Field Survey,2019-12-02,Field Survey,Field Survey,Field Survey,Field Survey,25.6,16.1,Field Survey,Field Survey,Field Survey,30.4,Desk-Based,7.4,15.5,26.1,19.2,19.8,18.4,16.9,20.6,18.8,19.3,21.7,12.7,5.8,30.4,7.4,7.6,14.5,15.3,8.2,9.3,10.3,17.7,10.8,12.1,18.2,8.55798491887287,126.67124944339633,DUMB
6,"LINESTRING (240308.19499898556 675178.2686388792, 240306.04261759212 675179.2396155378, 240265.26367220533 675194.4086012845)",5375d6b6-8ea6-448d-8144-30c0d9c3d262,Transport,Modified Attributes,Glasgow Road,,Average And Indicative Speed,2023-09-29,,,A Road,"['48202090', '48203463']",45.871,,,Basemap,,,,2023-08-17,48,30,A814,2023-09-30T00:00:00Z,,Basemap,2023-02-09,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,2021-06-08,Field Survey,Field Survey,Field Survey,Field Survey,46.5,37.0,Field Survey,Field Survey,Field Survey,50.5,Field Survey,50.4,34.6,50.4,43.8,31.7,30.3,30.1,42.8,31.7,36.7,43.8,48.4,31.2,52.1,45.7,28.7,44.6,39.3,26.7,21.7,27.7,43.6,29.6,33.0,45.1,32.054610256883855,263.2311454299974,DUMB
7,"LINESTRING (240216.76339123648 675173.9674449296, 240210.04351226683 675152.2350275686, 240206.04262415852 675138.2452103922, 240202.89476180388 675125.003669005)",62ce0958-b06f-433e-9f53-6b5281fc9ea8,Transport,Modified Attributes,Leven Street,,Average And Indicative Speed,2023-09-29,,,Local Road,['48202295'],50.911,,,Basemap,,,,2023-08-17,48,30,,2023-09-30T00:00:00Z,,Basemap,2023-02-09,Field Survey,Field Survey,Automated Process,Field Survey,Field Survey,Field Survey,Field Survey,2019-12-02,Field Survey,Field Survey,Field Survey,Field Survey,33.0,26.2,Field Survey,Field Survey,Field Survey,30.4,Desk-Based,7.7,20.3,39.0,31.5,27.5,27.4,31.4,32.7,33.0,32.8,33.2,33.0,25.9,30.4,25.1,23.7,25.1,29.8,25.8,27.5,29.1,31.4,21.7,26.9,34.4,30.642660861241566,154.5315201345211,DUMB
8,"LINESTRING (240265.26367220533 675194.4086012845, 240263.0435131424 675195.2372763865, 240260.43747592054 675196.1136670931)",7ee94fd1-a6f4-41b5-863c-2f2e32ef5f0a,Transport,Modified Attributes,Glasgow Road,,Average And Indicative Speed,2023-09-29,,,A Road,"['48202090', '48203463']",5.119,,,Basemap,,,,2023-08-17,48,30,A814,2023-09-30T00:00:00Z,,Basemap,2023-02-09,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,2021-06-08,Field Survey,Field Survey,Field Survey,Field Survey,55.4,39.6,Field Survey,Field Survey,Field Survey,61.5,Field Survey,57.9,39.0,57.8,50.2,32.2,31.9,28.8,50.5,35.2,41.2,51.2,57.0,41.4,60.7,52.8,37.3,51.0,46.5,31.4,30.4,34.8,50.1,40.4,34.0,53.4,27.032564904802708,265.94556405609535,DUMB
9,"LINESTRING (240260.43747592054 675196.1136670931, 240227.04327310596 675207.2438511177)",88fdc726-0c3c-4f0e-b6e5-a7fb64ac5a45,Transport,Modified Attributes,Glasgow Road,,Average And Indicative Speed,2023-09-29,,,A Road,"['48202090', '48203463']",35.199,,,Basemap,,,,2023-08-17,48,30,A814,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,2021-06-08,Field Survey,Field Survey,Field Survey,Field Survey,47.6,35.1,Field Survey,Field Survey,Field Survey,52.0,Field Survey,51.7,35.7,50.2,44.3,29.1,29.5,27.7,43.5,26.6,37.5,44.1,48.8,35.1,53.1,46.4,29.9,45.1,42.0,31.1,28.3,28.2,43.8,37.0,36.5,45.2,5.214345848310916,284.4018037276119,DUMB
10,"LINESTRING (240162.04724778995 675227.2438016187, 240144.04745383226 675225.2370248234, 240135.23898269012 675223.7475017938)",ecb15999-e8b9-4081-ad6b-77683b39135d,Transport,Modified Attributes,Glasgow Road,,Average And Indicative Speed,2023-09-29,,,A Road,"['48202090', '48203463']",27.043,,,Basemap,,,,2023-08-17,48,30,A814,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,2021-06-08,Field Survey,Field Survey,Field Survey,Field Survey,27.2,20.6,Field Survey,Field Survey,Field Survey,27.5,Field Survey,27.5,15.6,27.8,23.3,13.7,13.8,14.0,21.2,12.9,13.7,24.1,,,,,,,,,,,,,,,76.7467435049222,46.807558204845236,DUMB
11,"LINESTRING (240209.70517706955 675213.4789735829, 240202.04192629154 675216.2362061497, 240162.04724778995 675227.2438016187)",f745b71f-7e40-4738-9127-9873c569b6a3,Transport,Modified Attributes,Glasgow Road,,Average And Indicative Speed,2023-09-29,,,A Road,"['48202090', '48203463']",49.625,,,Basemap,,,,2023-08-17,48,30,A814,2023-09-30T00:00:00Z,,Basemap,2023-05-09,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,Field Survey,2021-06-08,Field Survey,Field Survey,Field Survey,Field Survey,40.1,30.1,Field Survey,Field Survey,Field Survey,43.1,Field Survey,41.0,26.2,40.4,34.9,21.2,22.1,21.9,34.9,20.1,23.2,36.9,46.0,36.4,49.6,43.6,33.6,42.3,40.1,32.0,30.4,31.5,39.8,33.6,34.4,40.7,27.67762712102129,51.75997911951248,DUMB
